SEXO,EDAD,INGRESO,SCORE_DATACREDITO,ANT_SF,TIENE_HIPOTECA,ULTIMAPERTURA,SALDO_FIJO,SALDO_ROT,ESTADO_MORA_FIN,proba_mora,aprobacion,aprobacion_recalibrada
0,63,4.028503311,890,14.33,0,39,0.0,0.073853846,0.0,0.08254716981132075,1,0
1,43,3.499074324,894,7.33,0,10,34.70732821,42.74244487,0.0,0.08254716981132075,1,0
0,47,15.5955911,908,9.17,0,4,53.48301026,36.93802949,0.128205128,0.08254716981132075,1,0
0,32,1.409976159,789,0.0,0,-1,36.96637051,0.0,0.0,0.3663624511082138,1,0
0,35,2.506257388,913,0.67,0,-1,32.61881667,17.77270897,0.0,0.08254716981132075,1,0
0,42,1.740181348,774,0.75,0,10,92.30769231,0.0,0.0,0.3663624511082138,1,0
0,54,2.587708001,899,0.67,0,9,85.98276923,7.539502564,0.0,0.08254716981132075,1,0
0,38,9.014601673,812,4.17,0,5,79.40878333,42.34221667,0.0,0.3663624511082138,1,0
0,44,1.576179437,909,6.0,1,60,13.05077949,0.0,0.0,0.08254716981132075,1,0
1,43,1.412177527,629,0.42,0,6,47.94972821,0.0,0.0,0.7241379310344828,0,0
1,28,1.384660427,589,6.58,1,60,0.0,0.0,2.064102564,0.8394698085419735,0,0
0,47,6.051560439,698,11.83,0,17,83.43118205,84.3251859,0.0,0.5805626598465473,1,0
0,37,2.707682553,616,0.75,0,10,0.0,56.07522051,0.0,0.7241379310344828,0,0
1,28,4.484186473,858,5.92,0,2,91.34928462,43.05772436,0.0,0.24358974358974358,1,0
0,44,5.678428575,807,3.83,0,47,62.74850897,51.62525128,0.064102564,0.3663624511082138,1,0
1,34,4.058221779,899,1.67,0,8,0.0,11.52487949,0.0,0.08254716981132075,1,0
1,52,3.207393074,904,9.0,0,60,84.01988974,32.03532436,0.0,0.08254716981132075,1,0
0,64,1.521145239,701,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,45,5.595877278,730,12.25,0,32,18.50979872,48.71815513,0.0,0.5805626598465473,1,0
0,43,3.773144632,840,1.25,0,5,95.21664231,7.953684615,0.217948718,0.24358974358974358,1,0
0,52,7.163251244,844,6.42,0,9,6.518908974,21.21667179,0.0,0.24358974358974358,1,0
0,39,5.860041429,872,13.17,0,15,78.8336859,39.90380513,0.0,0.07563025210084033,1,0
0,43,19.57896637,908,4.08,-1,10,59.98443846,6.124221795,0.0,0.08254716981132075,1,0
1,60,2.953135078,785,3.42,0,42,53.38948718,56.79664103,0.0,0.3663624511082138,1,0
0,29,2.67906477,721,5.67,0,60,51.70461667,64.02527692,0.0,0.5805626598465473,1,0
1,43,2.915711823,466,2.42,0,5,92.12151282,90.02135,0.794871795,0.8394698085419735,0,0
1,38,3.198587602,652,12.17,0,5,78.68449231,81.41728077,0.0,0.5805626598465473,1,0
0,34,3.326266942,666,0.67,0,-1,85.23459487,29.01018718,0.0,0.5805626598465473,1,0
0,34,1.840343589,858,11.5,0,55,58.64002949,0.0,0.0,0.24358974358974358,1,0
0,47,2.750609228,942,18.42,0,37,0.0,14.93162821,0.871794872,0.37719298245614036,1,0
0,51,3.50898048,798,9.67,0,17,65.63190769,80.77055513,0.0,0.3663624511082138,1,0
0,34,1.531051395,666,2.0,0,25,0.0,60.46282051,0.0,0.5805626598465473,1,0
0,34,1.331827597,721,0.0,0,-1,87.52282051,0.0,0.371794872,0.6917098445595855,0,0
1,65,7.119223885,689,8.67,0,7,72.00971538,57.72942949,0.0,0.5805626598465473,1,0
1,60,3.318562154,865,20.33,0,-1,83.32731667,67.15162692,0.0,0.07563025210084033,1,0
1,54,4.376319444,812,12.25,0,3,100.811991,44.79045513,0.0,0.3663624511082138,1,0
0,26,2.378578048,841,5.5,-1,9,0.0,21.85,0.0,0.24358974358974358,1,0
1,40,2.050574226,885,10.0,0,6,0.0,0.0,0.0,0.08254716981132075,1,0
1,32,2.442417718,785,0.83,-1,9,85.70425,0.0,0.0,0.3663624511082138,1,0
0,42,10.96281229,862,15.25,0,-1,99.00405385,0.0,7.564102564,0.37719298245614036,1,0
0,57,1.795215546,266,9.58,0,-1,86.78936923,0.0,3.846153846,0.8394698085419735,0,0
1,36,3.198587602,853,4.33,0,53,0.0,24.90656923,0.0,0.24358974358974358,1,0
1,43,2.303731538,735,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
0,49,2.80674411,844,1.75,0,7,94.69744615,61.55265,0.192307692,0.24358974358974358,1,0
0,54,1.859055216,689,3.33,0,3,71.53659744,63.16294487,0.038461538,0.5805626598465473,1,0
0,46,0.0,633,0.0,0,-1,0.0,0.0,0.0,0.7241379310344828,0,0
0,35,1.521145239,778,6.08,0,30,26.39748462,69.43276282,0.217948718,0.5416666666666666,1,0
0,54,25.61291587,762,5.67,0,4,64.69698974,31.46355385,0.0,0.3663624511082138,1,0
0,32,2.467733449,870,8.17,0,60,79.55399231,1.066115385,0.0,0.24358974358974358,1,0
0,59,18.27465587,890,24.75,0,4,78.52717564,22.88783077,0.0,0.08254716981132075,1,0
1,48,5.399955532,913,11.42,-1,9,80.49788462,8.192288462,0.0,0.08254716981132075,1,0
0,28,2.037366019,739,1.33,0,17,172.4183256,14.6796641,0.0,0.3663624511082138,1,0
0,27,1.740181348,703,0.33,0,-1,58.49206923,0.0,0.0,0.5805626598465473,1,0
1,28,2.467733449,689,4.75,0,58,48.56796795,75.1302641,0.0,0.5805626598465473,1,0
0,32,1.384660427,652,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
0,40,1.960318141,821,4.33,0,53,5.190138462,87.97948718,0.0,0.3663624511082138,1,0
1,59,8.212203062,938,9.08,0,12,0.0,28.82782821,0.0,0.08254716981132075,1,0
1,44,3.576122202,851,8.0,0,17,87.86508333,11.61664872,0.0,0.24358974358974358,1,0
1,40,5.03012572,803,6.33,0,13,88.75722564,72.74701026,0.102564103,0.5416666666666666,1,0
1,40,4.639382912,646,1.17,0,4,50.51458205,42.38326795,0.423076923,0.6917098445595855,0,0
1,56,2.734098969,938,2.92,-1,15,0.0,15.35841026,0.0,0.08254716981132075,1,0
0,40,1.931700358,437,0.17,0,3,87.31234231,14.57318462,0.0,0.8394698085419735,0,0
0,59,3.107230833,872,0.5,0,7,27.84428846,50.80281282,0.0,0.24358974358974358,1,0
0,41,4.347701661,730,8.25,-1,36,67.23474359,59.57580513,0.0,0.5805626598465473,1,0
1,36,3.38130114,481,5.33,0,60,70.8427,98.22355769,3.179487179,0.8394698085419735,0,0
0,31,4.046114255,680,4.17,0,29,97.93610769,72.67569359,0.538461538,0.6917098445595855,0,0
1,35,5.751073717,798,4.25,0,16,33.29066923,25.95083846,0.0,0.3663624511082138,1,0
1,29,2.296026751,648,4.75,-1,3,95.99707949,87.1265641,0.0,0.5805626598465473,1,0
1,57,4.593154186,766,12.42,0,44,40.98925128,98.93677692,0.282051282,0.5416666666666666,1,0
1,44,4.957480578,908,6.08,0,12,0.0,15.48939103,0.0,0.08254716981132075,1,0
0,46,1.722570405,881,7.17,-1,49,5.416276923,17.58822308,2.153846154,0.37719298245614036,1,0
1,35,8.512689785,602,15.25,0,4,96.50219231,77.53281154,0.0,0.7241379310344828,0,0
0,41,1.703858777,962,13.75,0,53,70.24224359,0.0,0.0,0.08254716981132075,1,0
1,46,10.08996991,744,8.25,0,7,87.45696282,53.13165769,0.0,0.3663624511082138,1,0
1,36,5.021320248,870,12.92,-1,13,87.92494103,37.62486538,0.08974359,0.07563025210084033,1,0
1,33,18.3208846,625,5.42,0,3,70.74047179,95.27695641,0.192307692,0.7241379310344828,0,0
0,60,2.242093236,712,6.08,0,3,41.08957692,64.24714487,0.269230769,0.6917098445595855,0,0
0,52,9.323893867,840,12.17,0,3,77.04505128,16.12990513,0.0,0.24358974358974358,1,0
1,41,2.989457648,821,11.33,0,60,0.0,17.37421795,0.0,0.3663624511082138,1,0
1,37,1.712664249,725,1.58,0,5,90.20814872,76.65083205,0.0,0.5805626598465473,1,0
0,23,1.640019107,602,1.33,0,17,0.0,70.3089359,0.0,0.7241379310344828,0,0
1,37,1.461708305,648,1.58,0,20,0.0,102.2275385,0.0,0.5805626598465473,1,0
0,34,11.17414361,766,9.17,0,7,84.84362692,100.0159038,0.0,0.3663624511082138,1,0
0,47,8.667886224,625,8.58,-1,17,88.42737564,104.4663449,0.820512821,0.7241379310344828,0,0
0,39,16.97144606,835,20.42,1,13,34.58767821,25.41514103,0.0,0.07563025210084033,1,0
0,36,4.301472935,923,6.0,-1,17,64.28051282,19.85438974,0.0,0.08254716981132075,1,0
0,26,4.156182651,712,5.5,0,16,79.06992564,46.9671359,0.0,0.5805626598465473,1,0
1,49,14.64680152,913,25.58,-1,60,0.0,20.77928205,0.0,0.08254716981132075,1,0
0,40,3.362589513,693,3.67,0,9,22.12621538,27.19245897,0.0,0.5805626598465473,1,0
1,32,1.394566583,872,0.0,0,-1,15.38461538,0.0,0.0,0.24358974358974358,1,0
0,23,2.478740289,643,2.42,0,6,62.90548077,57.1438359,0.0,0.5805626598465473,1,0
1,41,2.050574226,739,0.58,0,8,117.7194231,0.0,0.820512821,0.5416666666666666,1,0
0,44,2.843066681,881,0.75,0,10,0.0,15.53748077,0.0,0.24358974358974358,1,0
0,25,1.904183259,675,2.58,0,4,39.86602308,21.92987436,0.0,0.5805626598465473,1,0
1,64,2.651547671,776,2.25,0,28,0.0,0.0,1.794871795,0.5416666666666666,1,0
0,27,3.007068592,666,3.67,-1,4,91.26431282,43.77044744,0.307692308,0.6917098445595855,0,0
1,47,2.961940549,711,1.17,0,9,0.0,48.71132308,0.0,0.5805626598465473,1,0
1,35,1.994439344,754,12.0,0,34,0.0,90.98900385,0.0,0.3663624511082138,1,0
1,44,7.60902825,776,12.17,-1,7,149.0485808,19.34861538,0.653846154,0.5416666666666666,1,0
0,30,5.003709304,739,2.08,0,2,58.85224359,34.08076667,0.0,0.3663624511082138,1,0
1,24,1.357143328,835,1.25,0,16,0.0,25.83667179,0.0,0.24358974358974358,1,0
1,55,6.079077538,844,19.17,-1,5,60.71271154,54.02601795,0.064102564,0.07563025210084033,1,0
1,31,2.406095147,693,0.0,0,-1,38.605,0.0,0.0,0.5805626598465473,1,0
0,41,2.187059038,595,0.17,0,-1,0.0,12.11964615,0.0,0.8394698085419735,0,0
1,60,8.546810988,803,2.08,0,20,63.89381795,18.43153718,0.0,0.3663624511082138,1,0
1,33,3.284440951,730,4.42,0,4,0.0,87.38368205,0.0,0.5805626598465473,1,0
1,65,8.102134666,881,12.42,0,6,78.03231795,0.809946154,0.0,0.24358974358974358,1,0
1,26,1.68514715,664,0.0,0,-1,12.85844487,0.0,0.0,0.5805626598465473,1,0
0,59,1.420982998,776,5.33,0,60,26.44001026,0.0,0.0,0.3663624511082138,1,0
0,44,4.356507133,648,6.83,0,8,80.8535859,30.68588077,0.0,0.5805626598465473,1,0
1,40,1.256981088,431,0.83,0,11,29.22923333,0.0,0.0,0.8394698085419735,0,0
0,44,4.574442558,757,5.33,0,16,8.998539744,7.543996154,0.0,0.3663624511082138,1,0
1,60,8.512689785,890,22.33,0,10,75.61977436,24.22083205,0.0,0.08254716981132075,1,0
1,39,2.587708001,386,2.33,0,-1,64.6734859,0.0,5.58974359,0.8394698085419735,0,0
1,42,5.559554707,876,7.83,-1,6,28.55369487,0.0,0.0,0.24358974358974358,1,0
0,37,14.07554654,803,12.42,0,-1,84.82835641,74.83591282,0.0,0.3663624511082138,1,0
1,34,1.914089415,821,1.42,0,18,0.0,40.50512308,0.0,0.3663624511082138,1,0
0,45,31.98367466,602,14.58,1,2,88.03329487,98.70625385,0.0,0.7241379310344828,0,0
0,25,2.879389252,588,3.5,0,10,94.10848718,68.38373974,0.0,0.8394698085419735,0,0
0,34,2.469934817,918,3.5,0,9,30.25564872,3.014971795,0.0,0.08254716981132075,1,0
1,48,3.025780219,579,1.08,0,5,92.41104615,95.93846154,0.0,0.8394698085419735,0,0
0,40,5.942592727,899,4.0,0,-1,0.0,3.888888462,0.0,0.08254716981132075,1,0
1,36,1.275692715,876,0.33,0,-1,84.58803333,11.63589744,0.0,0.24358974358974358,1,0
0,35,7.163251244,858,12.67,0,8,56.73245256,31.59850513,0.0,0.07563025210084033,1,0
0,51,2.396188991,830,19.75,1,4,0.0,75.57359744,0.0,0.07563025210084033,1,0
0,51,2.970746021,917,14.58,0,27,0.0,32.71832308,0.0,0.08254716981132075,1,0
0,37,4.283861991,584,5.67,0,2,83.35771667,68.84838846,0.0,0.8394698085419735,0,0
1,52,2.953135078,729,15.25,0,60,0.0,21.98057821,2.153846154,0.6917098445595855,0,0
0,30,3.864501401,634,2.83,0,6,63.45524615,97.54595513,0.564102564,0.6917098445595855,0,0
1,41,3.920636283,899,8.92,0,25,0.0,39.32436026,0.0,0.08254716981132075,1,0
0,32,1.631213636,657,1.67,0,8,58.19095897,47.63097051,0.0,0.5805626598465473,1,0
1,36,7.290930584,894,12.25,1,10,91.10660641,34.22428205,0.0,0.08254716981132075,1,0
0,34,2.633936728,890,4.58,0,47,0.0,26.99258205,0.0,0.08254716981132075,1,0
1,26,2.13202484,730,4.25,0,52,57.25093846,19.19551282,0.0,0.5805626598465473,1,0
0,37,3.12594246,745,10.83,0,34,78.66608333,105.3183654,0.0,0.3663624511082138,1,0
0,47,3.052196634,762,10.75,0,52,0.0,43.588,0.0,0.3663624511082138,1,0
1,50,8.203397591,636,7.08,-1,53,75.81535128,115.8686808,0.923076923,0.6917098445595855,0,0
1,51,1.648824579,890,3.58,1,12,26.70789615,0.0,0.0,0.08254716981132075,1,0
0,36,3.107230833,831,2.0,0,25,90.52882308,29.73160128,0.0,0.24358974358974358,1,0
1,34,3.043391163,885,2.5,0,-1,0.0,24.13098974,0.0,0.08254716981132075,1,0
0,55,3.550806471,707,25.33,0,20,50.7177859,14.42783718,0.820512821,0.6917098445595855,0,0
0,27,1.81282649,830,2.42,0,30,58.36532179,35.16115513,0.0,0.24358974358974358,1,0
1,37,3.672982391,867,7.67,0,60,29.03510128,0.098573077,0.0,0.24358974358974358,1,0
0,58,6.568881903,844,26.92,0,60,3.284441026,48.60216026,0.153846154,0.07563025210084033,1,0
1,37,6.097789166,830,12.75,1,10,65.60551795,53.83076667,0.0,0.07563025210084033,1,0
0,66,3.107230833,826,2.67,0,32,0.0,2.212307692,0.0,0.24358974358974358,1,0
1,37,1.74898682,748,9.08,0,32,6.370337179,2.802953846,0.0,0.3663624511082138,1,0
1,32,11.01894717,529,3.0,0,4,82.95112564,98.47146795,0.961538462,0.8394698085419735,0,0
1,35,1.719268353,221,2.08,0,26,91.56026667,104.0427615,1.08974359,0.8394698085419735,0,0
0,41,1.420982998,776,2.33,0,5,54.04977436,0.0,0.0,0.3663624511082138,1,0
0,51,3.226104701,840,7.75,0,6,0.0,26.86903205,0.320512821,0.37719298245614036,1,0
1,32,2.396188991,904,2.0,0,-1,20.08806282,10.1397,0.5,0.37719298245614036,1,0
1,39,1.740181348,856,0.0,0,-1,0.0,0.0,0.0,0.24358974358974358,1,0
0,61,6.98163839,858,5.33,-1,7,55.22979359,3.113198718,0.076923077,0.24358974358974358,1,0
1,50,2.906906351,640,12.75,0,7,91.13748462,60.68872949,1.512820513,0.6917098445595855,0,0
0,42,16.57079709,776,8.83,0,60,72.92501154,8.252188462,0.0,0.3663624511082138,1,0
0,45,8.357493346,817,2.67,1,3,67.16059872,69.72743462,0.0,0.3663624511082138,1,0
0,43,2.187059038,821,3.33,0,41,86.71020128,62.23326154,0.0,0.3663624511082138,1,0
1,33,1.324122809,666,0.5,0,7,32.18717949,43.10895,0.0,0.5805626598465473,1,0
1,73,1.658730735,885,0.0,0,-1,0.0,0.0,0.0,0.08254716981132075,1,0
0,52,7.556195419,764,13.33,1,60,0.0,60.02576026,0.0,0.3663624511082138,1,0
0,36,1.275692715,721,9.17,0,60,33.08756923,37.36866923,0.0,0.5805626598465473,1,0
0,32,2.6152251,794,1.75,0,19,66.97163974,39.73105385,0.0,0.3663624511082138,1,0
0,68,10.84613979,602,8.67,0,6,75.40722436,63.76139487,0.064102564,0.7241379310344828,0,0
0,69,2.523868331,730,2.75,0,34,46.48439103,57.64349615,1.153846154,0.6917098445595855,0,0
1,36,2.378578048,885,10.67,-1,41,40.92956667,60.45954103,0.217948718,0.08254716981132075,1,0
0,51,2.761616068,641,12.25,0,12,83.02874872,48.57834359,0.269230769,0.6917098445595855,0,0
1,34,1.529950711,621,0.0,0,-1,38.34121667,0.0,1.153846154,0.7241379310344828,0,0
1,45,4.939869634,908,12.25,0,8,10.52307692,0.323246154,0.0,0.08254716981132075,1,0
0,52,2.779227011,671,3.83,0,21,0.0,101.988759,0.0,0.5805626598465473,1,0
1,67,5.167711215,835,13.08,0,60,74.66212821,36.54130128,0.0,0.07563025210084033,1,0
0,53,1.676341678,862,9.92,0,30,29.53976154,27.71077564,0.0,0.24358974358974358,1,0
1,29,6.707568082,812,1.33,-1,-1,94.12956795,42.86602564,0.205128205,0.5416666666666666,1,0
0,30,3.223903333,840,4.75,0,21,62.14437949,33.69444231,0.0,0.24358974358974358,1,0
0,45,1.731375876,703,2.83,0,-1,85.92409615,0.0,0.0,0.5805626598465473,1,0
1,30,2.250898708,890,2.0,0,25,0.0,7.725930769,0.0,0.08254716981132075,1,0
1,24,1.409976159,712,0.0,0,-1,33.01976667,21.34042821,0.0,0.5805626598465473,1,0
1,53,1.740181348,822,0.0,0,-1,0.0,0.0,0.0,0.24358974358974358,1,0
1,27,5.459392466,858,1.0,0,6,68.52727436,47.58595897,0.256410256,0.37719298245614036,1,0
1,64,1.538756183,698,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,36,3.864501401,803,9.33,1,15,39.88217692,60.12847949,0.0,0.3663624511082138,1,0
0,52,10.84613979,899,24.25,-1,18,35.52994103,38.3140859,0.0,0.08254716981132075,1,0
1,52,6.352047162,865,22.92,-1,39,0.0,23.48049359,0.0,0.07563025210084033,1,0
0,37,1.631213636,648,2.33,0,6,0.0,43.53696282,0.0,0.5805626598465473,1,0
0,41,4.137471024,872,0.92,0,6,93.68650641,5.500175641,0.0,0.24358974358974358,1,0
1,51,2.150736467,835,11.83,0,7,69.45202436,49.27839487,0.0,0.24358974358974358,1,0
0,48,10.47300793,885,12.42,0,60,4.486207692,11.41800256,0.115384615,0.08254716981132075,1,0
1,34,1.439694626,640,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,53,1.61580406,682,8.33,0,9,86.15308974,7.339130769,0.0,0.5805626598465473,1,0
0,42,1.995540028,735,3.92,0,4,0.0,72.05102821,0.012820513,0.3663624511082138,1,0
0,32,0.0,658,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,53,1.959217457,651,7.33,0,10,45.25522179,18.87178205,0.0,0.5805626598465473,1,0
0,59,1.658730735,737,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
1,36,3.482564065,922,8.08,1,60,14.38634872,0.0,0.0,0.08254716981132075,1,0
0,32,1.686247834,719,0.42,0,-1,64.22302949,0.0,1.153846154,0.6917098445595855,0,0
1,28,2.889295408,776,2.58,0,-1,80.90014872,48.23657436,0.0,0.3663624511082138,1,0
1,53,5.595877278,643,12.25,0,7,94.35088974,96.23341026,0.128205128,0.6917098445595855,0,0
0,32,1.539856867,481,2.75,0,34,48.03301538,82.48553718,5.91025641,0.8394698085419735,0,0
0,43,1.567373966,716,7.92,1,60,42.70419359,0.0,1.0,0.6917098445595855,0,0
1,35,3.690593334,817,11.5,1,30,49.15679487,35.3768359,0.294871795,0.5416666666666666,1,0
0,45,3.053297318,881,4.58,0,51,50.92327051,0.0,0.0,0.24358974358974358,1,0
0,37,4.684510955,908,13.25,0,34,18.41467949,21.24094615,0.0,0.08254716981132075,1,0
1,37,2.51506286,716,9.83,0,2,61.38714872,71.48469744,0.0,0.5805626598465473,1,0
0,34,4.857318337,830,0.92,0,12,61.88693333,68.63659872,0.0,0.24358974358974358,1,0
0,42,3.736822061,798,6.75,0,60,22.94695513,37.23224615,0.269230769,0.5416666666666666,1,0
0,34,2.346658213,771,3.33,0,3,96.69733077,81.36227949,1.051282051,0.5416666666666666,1,0
1,37,2.915711823,890,2.0,0,9,22.28575385,3.280210256,0.0,0.08254716981132075,1,0
1,54,2.071487222,867,4.25,0,18,142.1420026,1.595637179,0.0,0.24358974358974358,1,0
0,31,2.378578048,748,7.58,0,23,17.06589615,20.14135,3.333333333,0.5416666666666666,1,0
1,32,6.234273977,699,6.92,0,6,82.67999744,42.04448077,0.0,0.5805626598465473,1,0
0,54,7.729002802,766,9.33,0,3,87.61418974,64.41038462,0.0,0.3663624511082138,1,0
0,37,4.183699751,789,7.67,0,5,53.70320513,90.97392692,0.0,0.3663624511082138,1,0
1,45,1.995540028,643,1.83,0,4,76.27124103,0.0,0.0,0.5805626598465473,1,0
0,47,14.38263737,776,16.17,1,4,7.363233333,75.98522564,0.012820513,0.3663624511082138,1,0
1,33,8.267237261,890,6.42,1,31,75.22876282,24.76907308,0.0,0.08254716981132075,1,0
1,53,4.601959657,684,13.08,-1,39,0.0,101.3036974,3.461538462,0.6917098445595855,0,0
0,47,3.63665982,707,1.17,0,15,85.38506282,0.0,0.0,0.5805626598465473,1,0
1,24,1.303209814,840,0.83,0,11,66.68493077,58.0523141,0.0,0.24358974358974358,1,0
1,29,1.822732646,894,1.67,-1,-1,81.75525641,0.0,0.0,0.08254716981132075,1,0
0,31,1.403372055,452,3.17,0,34,82.59498846,95.28685897,0.974358974,0.8394698085419735,0,0
1,52,4.265150364,904,6.17,0,3,0.0,1.254589744,0.0,0.08254716981132075,1,0
1,46,2.287221279,754,0.58,0,8,80.22679487,0.0,0.0,0.3663624511082138,1,0
1,31,5.705945674,885,6.0,-1,2,64.88198333,37.75026282,0.0,0.08254716981132075,1,0
1,32,1.558568494,849,3.25,-1,26,51.76158974,57.6025641,0.0,0.24358974358974358,1,0
1,32,8.057006623,616,4.58,0,6,55.03162051,83.45016795,0.166666667,0.7241379310344828,0,0
1,32,3.525490739,862,4.75,-1,10,0.157646154,14.63102692,0.0,0.24358974358974358,1,0
1,34,1.394566583,556,0.0,0,-1,0.0,0.0,0.0,0.8394698085419735,0,0
0,38,4.046114255,798,7.67,0,10,85.27195641,49.19620513,0.0,0.3663624511082138,1,0
1,62,12.76903468,808,35.58,0,13,66.50389359,69.34029231,0.0,0.3663624511082138,1,0
0,41,3.089619889,666,1.58,0,20,61.28477564,102.0350538,0.0,0.5805626598465473,1,0
0,52,1.895377787,853,0.75,-1,5,52.93461538,0.01025641,0.0,0.24358974358974358,1,0
0,27,2.815549582,853,5.25,-1,-1,0.982369231,73.8674359,0.0,0.24358974358974358,1,0
1,40,4.082436826,913,0.83,0,11,14.1025641,2.082660256,0.0,0.08254716981132075,1,0
1,54,14.50151124,908,11.17,-1,23,90.45898718,30.33500256,0.0,0.08254716981132075,1,0
1,41,4.420346803,748,2.25,0,6,0.0,22.24399103,0.0,0.3663624511082138,1,0
1,61,5.604682749,798,11.25,0,24,93.31132949,92.17071795,0.0,0.3663624511082138,1,0
1,25,1.288900923,749,2.25,-1,12,0.0,24.10530385,0.294871795,0.5416666666666666,1,0
1,42,9.515412877,616,9.25,0,5,66.57547308,61.21161923,0.0,0.7241379310344828,0,0
1,53,3.681787862,899,3.0,0,37,0.0,10.25822436,0.0,0.08254716981132075,1,0
0,62,2.570097058,841,1.5,0,19,89.42908205,0.0,0.0,0.24358974358974358,1,0
0,60,5.112677017,909,25.5,0,36,33.89447692,24.68135513,0.0,0.08254716981132075,1,0
1,38,0.0,664,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
0,59,4.909050483,942,31.08,0,60,252.3351474,0.620625641,0.0,0.08254716981132075,1,0
1,55,8.321170775,876,4.58,0,9,0.0,21.94508462,0.0,0.24358974358974358,1,0
1,52,2.396188991,830,4.92,0,60,0.0,30.03786026,0.0,0.24358974358974358,1,0
0,44,3.089619889,785,9.92,0,60,0.0,45.7654859,0.0,0.3663624511082138,1,0
1,26,3.250319748,860,1.17,-1,-1,22.33860641,0.014188462,0.128205128,0.24358974358974358,1,0
0,46,1.805121702,870,2.08,0,26,0.0,0.352523077,0.0,0.24358974358974358,1,0
1,33,1.102885332,671,0.42,0,6,82.74969744,0.0,0.0,0.5805626598465473,1,0
0,52,1.658730735,753,5.58,0,19,57.52279231,71.42984872,0.0,0.3663624511082138,1,0
0,57,6.98163839,885,11.67,-1,-1,74.63815513,21.77035256,0.0,0.08254716981132075,1,0
1,59,11.08388753,904,33.58,0,40,63.65312308,21.91491795,0.0,0.08254716981132075,1,0
1,33,2.378578048,793,2.08,-1,26,0.0,61.48452564,0.0,0.3663624511082138,1,0
1,46,1.622408164,821,0.0,0,-1,5.713669231,14.24230769,0.0,0.3663624511082138,1,0
1,36,2.751709912,817,5.08,0,5,65.49282564,65.96524231,0.487179487,0.5416666666666666,1,0
0,32,2.80674411,730,7.92,-1,3,47.88901282,79.82024872,0.0,0.5805626598465473,1,0
1,35,1.357143328,597,0.67,0,9,87.17564103,0.0,0.0,0.7241379310344828,0,0
1,40,8.621657497,785,14.25,0,5,33.93205128,33.54513974,0.0,0.3663624511082138,1,0
0,40,13.11575013,881,3.67,-1,3,72.31814359,58.98969487,0.0,0.24358974358974358,1,0
0,39,2.278415807,889,6.42,-1,19,0.0,15.5243641,0.0,0.08254716981132075,1,0
0,34,3.554108523,885,9.42,1,21,93.06135641,12.83995513,0.358974359,0.37719298245614036,1,0
0,58,29.55006241,794,17.75,1,10,0.338017949,69.71963333,0.192307692,0.5416666666666666,1,0
1,55,3.153459559,678,12.5,0,7,66.89488205,96.31161282,0.307692308,0.6917098445595855,0,0
0,51,9.415250636,789,9.83,0,4,41.95443974,68.80807692,1.269230769,0.5416666666666666,1,0
0,55,1.994439344,794,1.17,0,14,83.57090897,14.87679872,0.0,0.3663624511082138,1,0
1,33,1.349438541,687,1.0,-1,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,37,18.99450318,899,12.75,-1,60,50.69908077,38.61933077,0.0,0.08254716981132075,1,0
0,33,2.74290444,841,7.75,0,25,73.16118846,16.40587051,0.256410256,0.37719298245614036,1,0
0,41,4.156182651,876,1.17,-1,15,0.0,19.44535897,0.0,0.24358974358974358,1,0
0,23,1.867860688,629,2.08,0,26,0.0,109.1800385,0.243589744,0.7241379310344828,0,0
1,51,7.965649854,917,21.42,0,60,0.0,21.2568,0.0,0.08254716981132075,1,0
1,32,6.562277799,771,5.25,0,60,83.35217821,57.27237051,0.0,0.3663624511082138,1,0
1,32,7.996469005,698,8.5,1,3,90.06468333,77.16585,0.0,0.5805626598465473,1,0
0,39,1.256981088,348,11.33,0,60,157.686841,0.0,3.846153846,0.8394698085419735,0,0
0,50,5.705945674,840,9.25,1,11,49.61427564,3.828508974,0.115384615,0.24358974358974358,1,0
0,32,1.631213636,789,1.42,0,18,102.9802564,0.0,0.307692308,0.5416666666666666,1,0
0,52,11.24678875,867,3.08,1,4,51.14303205,22.02589744,0.153846154,0.24358974358974358,1,0
0,39,4.539220671,780,2.33,0,8,67.34551026,35.32203718,0.0,0.3663624511082138,1,0
0,27,2.670259299,716,1.33,0,2,87.26993718,57.99669103,0.0,0.5805626598465473,1,0
0,44,2.770421539,908,5.0,0,27,0.0,0.0,0.0,0.08254716981132075,1,0
1,43,1.703858777,692,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
0,55,9.059729716,762,4.58,0,6,80.20448462,78.44433846,0.0,0.3663624511082138,1,0
0,46,5.425271263,788,15.17,1,8,0.0,79.52136795,0.0,0.3663624511082138,1,0
0,36,1.776503919,789,0.33,0,-1,56.12256923,0.0,0.0,0.3663624511082138,1,0
